shipment_id,shipment_reference,physical_pallet_count,pallet_mapping_status,source_carton_number,source_carton_count,source_pallet_number,sku,part_number,name_zh,name_en,category,unit,expected_quantity,unit_price_incl_vat_cny,line_amount_cny,product_barcode_source,product_barcode,import_ready,review_issue
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,29#,1,,DM-GWM-0053,2905120XPW01A,前减震器（右）,Right Front Shock Absorber,底盘/悬挂转向 / Chassis / Suspension / Steering,个 / pc,4,233.2,932.8,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,29#,1,,DM-GWM-0077,2905104XGW02A,前减震器（左）,Left Front Shock Absorber,底盘/悬挂转向 / Chassis / Suspension / Steering,个 / pc,10,254.4,2544,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,29#,1,,DM-GWM-0078,2905105XGW02A,前减震器（右）,Right Front Shock Absorber,底盘/悬挂转向 / Chassis / Suspension / Steering,个 / pc,10,254.4,2544,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,29#,1,,DM-GWM-0083,2905100XPW04A,前减震器（左）,Left Front Shock Absorber,底盘/悬挂转向 / Chassis / Suspension / Steering,个 / pc,4,233.2,932.8,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,29#,1,,DM-GWM-0085,2905550XGW04A,前减震器（左）,Left Front Shock Absorber,底盘/悬挂转向 / Chassis / Suspension / Steering,个 / pc,4,233.2,932.8,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,29#,1,,DM-GWM-0086,2905553XGW04A,前减震器（右）,Right Front Shock Absorber,底盘/悬挂转向 / Chassis / Suspension / Steering,个 / pc,4,233.2,932.8,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,30#,1,,DM-GWM-0022,1109107XGW02A,空气滤芯,Engine Air Filter,保养/机械耗材 / Maintenance / Mechanical Consumables,个 / pc,10,21.2,212,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,30#,1,,DM-GWM-0023,1109132XGW01A,空气滤芯,Engine Air Filter,保养/机械耗材 / Maintenance / Mechanical Consumables,个 / pc,10,21.2,212,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,31#,1,,DM-GWM-0015,1025200XEB55,皮带张紧器,Drive Belt Tensioner,保养/机械耗材 / Maintenance / Mechanical Consumables,个 / pc,4,100.7,402.8,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,31#,1,,DM-GWM-0017,1025011XEB55,皮带,Drive Belt,保养/机械耗材 / Maintenance / Mechanical Consumables,个 / pc,6,53,318,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,31#,1,,DM-GWM-0026,1025100XEDA8,皮带张紧器,Drive Belt Tensioner,保养/机械耗材 / Maintenance / Mechanical Consumables,个 / pc,2,100.7,201.4,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,31#,1,,DM-GWM-0030,1109110XP6EXA,空气滤芯,Engine Air Filter,保养/机械耗材 / Maintenance / Mechanical Consumables,个 / pc,4,21.2,84.8,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,31#,1,,DM-GWM-0031,1109110XPE6EXA,空气滤芯,Engine Air Filter,保养/机械耗材 / Maintenance / Mechanical Consumables,个 / pc,4,21.2,84.8,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,31#,1,,DM-GWM-0046,151100057,变速箱油底壳,Transmission Oil Pan,传动系统 / Drivetrain,个 / pc,2,212,424,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,32#,1,,DM-GWM-0112,3103100XPW01A,前轮轴承,Front Wheel Bearing,底盘系统 / Chassis System,个 / pc,4,75,300,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,32#,1,,DM-GWM-0114,3103100XGW02A,轴头轴承总成,Wheel Hub Bearing Assembly,底盘系统 / Chassis System,个 / pc,4,150,600,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,32#,1,,DM-GWM-0117,3103100XGW01A,轴头轴承总成,Wheel Hub Bearing Assembly,底盘系统 / Chassis System,个 / pc,4,150,600,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,32#,1,,DM-GWM-0118,3103100XGW04A,轴头轴承总成,Wheel Hub Bearing Assembly,底盘系统 / Chassis System,个 / pc,4,210,840,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,33#,1,,DM-GWM-0111,1306100-ED01,节温器,Engine Thermostat,发动机系统 / Engine System,个 / pc,6,25,150,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,33#,1,,DM-GWM-0116,1306100-EG01,节温器,Engine Thermostat,发动机系统 / Engine System,个 / pc,6,25,150,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,33#,1,,DM-GWM-0119,1307100XEC71,水泵,Engine Water Pump,发动机系统 / Engine System,个 / pc,4,130,520,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,34#,1,,DM-GWM-0100,2915100XPW04A,后减震器,Rear Shock Absorber,底盘/悬挂转向 / Chassis / Suspension / Steering,个 / pc,2,111.3,222.6,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,35#,1,,DM-GWM-0095,2915370XGW02A,后减震器,Rear Shock Absorber,底盘/悬挂转向 / Chassis / Suspension / Steering,个 / pc,4,127.2,508.8,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,35#,1,,DM-GWM-0096,2915105XGW02A,后减震器,Rear Shock Absorber,底盘/悬挂转向 / Chassis / Suspension / Steering,个 / pc,4,127.2,508.8,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,35#,1,,DM-GWM-0101,2915101XPW01A,后减震器,Rear Shock Absorber,底盘/悬挂转向 / Chassis / Suspension / Steering,个 / pc,2,111.3,222.6,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,36#,1,,DM-GWM-0094,2915101XGW02A,后减震器,Rear Shock Absorber,底盘/悬挂转向 / Chassis / Suspension / Steering,个 / pc,4,127.2,508.8,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,36#,1,,DM-GWM-0099,2915507XGW04A,后减震器,Rear Shock Absorber,底盘/悬挂转向 / Chassis / Suspension / Steering,个 / pc,4,127.2,508.8,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,37#,1,,DM-GWM-0068,2915102XGW01A,后减震器,Rear Shock Absorber,底盘/悬挂转向 / Chassis / Suspension / Steering,个 / pc,4,127.2,508.8,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,37#,1,,DM-GWM-0069,2915103XGW04A,后减震器,Rear Shock Absorber,底盘/悬挂转向 / Chassis / Suspension / Steering,个 / pc,4,137.8,551.2,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,38#,1,,DM-GWM-0033,3502108XPW01A,后刹车盘,Rear Brake Disc (Rotor),制动系统 / Brake System,个 / pc,4,100.7,402.8,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,38#,1,,DM-GWM-0034,3501104XPW01A,前刹车盘,Front Brake Disc (Rotor),制动系统 / Brake System,个 / pc,10,100.7,1007,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,38#,1,,DM-GWM-0035,3502102XGW02A,后刹车盘,Rear Brake Disc (Rotor),制动系统 / Brake System,个 / pc,4,100.7,402.8,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,38#,1,,DM-GWM-0036,3501112XGW01A,前刹车盘,Front Brake Disc (Rotor),制动系统 / Brake System,个 / pc,10,100.7,1007,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,38#,1,,DM-GWM-0037,3501107XGW02A,前刹车盘,Front Brake Disc (Rotor),制动系统 / Brake System,个 / pc,10,100.7,1007,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,38#,1,,DM-GWM-0038,3502105XGW01A,后刹车盘,Rear Brake Disc (Rotor),制动系统 / Brake System,个 / pc,4,100.7,402.8,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,38#,1,,DM-GWM-0039,3501100XGW02A,前刹车盘,Front Brake Disc (Rotor),制动系统 / Brake System,个 / pc,10,100.7,1007,products.barcode,,NO,Pallet mapping pending
c49dad78-2ffc-406a-ac50-3c1e4ffec434,AJG-YJ-GWM-202608-01-PACKING,4,not_recorded,38#,1,,DM-GWM-0040,3501302XGW04A,前刹车盘,Front Brake Disc (Rotor),制动系统 / Brake System,个 / pc,4,100.7,402.8,products.barcode,,NO,Pallet mapping pending
